"","UniProt_Name","Pfam_Name","Distance","Similarity_Score","V3"
"127","Ankyrin repeat and SOCS box protein 8 (ASB-8)","Ankyrin repeat",0.22962962962963,0.77037037037037,"Ank"
"128","Ankyrin repeat family A protein 2 (RFXANK-like protein 2)","Ankyrin repeat",0.251461988304094,0.748538011695906,"Ank"
"129","Ankyrin repeat and SOCS box protein 6 (ASB-6)","Ankyrin repeat",0.22962962962963,0.77037037037037,"Ank"
"130","Ankyrin repeat domain-containing protein 10","Ankyrin repeat",0.224806201550388,0.775193798449612,"Ank"
"131","Ankycorbin (Ankyrin repeat and coiled-coil structure-containing protein) (Novel retinal pigment epithelial cell protein) (Retinoic acid-induced protein 14)","Ankyrin repeat",0.303225806451613,0.696774193548387,"Ank"
"132","Ankyrin repeat and IBR domain-containing protein 1 (EC 2.3.2.31)","Ankyrin repeat",0.260416666666667,0.739583333333333,"Ank"
"133","Ankyrin repeat domain-containing protein 26","Ankyrin repeat",0.224806201550388,0.775193798449612,"Ank"
"134","Ankyrin repeat and SOCS box protein 4 (ASB-4)","Ankyrin repeat",0.22962962962963,0.77037037037037,"Ank"
"135","Ankyrin repeat and SOCS box protein 3 (ASB-3)","Ankyrin repeat",0.22962962962963,0.77037037037037,"Ank"
"136","Ankyrin repeat and SOCS box protein 1 (ASB-1)","Ankyrin repeat",0.22962962962963,0.77037037037037,"Ank"
"137","Ankyrin repeat and BTB/POZ domain-containing protein 3 (BTB/POZ domain-containing protein 11)","Ankyrin repeat",0.283154121863799,0.716845878136201,"Ank"
"138","Ankyrin repeat domain-containing protein 29","Ankyrin repeat",0.224806201550388,0.775193798449612,"Ank"
"139","Ankyrin repeat domain-containing protein 24","Ankyrin repeat",0.224806201550388,0.775193798449612,"Ank"
"140","Ankyrin repeat domain-containing protein 49 (Fetal globin-inducing factor)","Ankyrin repeat",0.27027027027027,0.72972972972973,"Ank"
"141","Ankyrin repeat and EF-hand domain-containing protein 1 (Ankyrin repeat domain-containing protein 5)","Ankyrin repeat",0.286195286195286,0.713804713804714,"Ank"
"142","Ankyrin repeat domain-containing protein 50","Ankyrin repeat",0.224806201550388,0.775193798449612,"Ank"
"143","Ankyrin repeat domain-containing protein 6 (Diversin)","Ankyrin repeat",0.245283018867925,0.754716981132075,"Ank"
"144","Ankyrin repeat domain-containing protein SOWAHB (Ankyrin repeat domain-containing protein 56) (Protein sosondowah homolog B)","Ankyrin repeat",0.295698924731183,0.704301075268817,"Ank"
"145","Ankyrin repeat and SOCS box protein 14 (ASB-14)","Ankyrin repeat",0.234042553191489,0.765957446808511,"Ank"
"146","Ankyrin repeat domain-containing protein 36A","Ankyrin repeat",0.227272727272727,0.772727272727273,"Ank"
"147","Ankyrin repeat domain-containing protein SOWAHA (Ankyrin repeat domain-containing protein 43) (Protein sosondowah homolog A)","Ankyrin repeat",0.295698924731183,0.704301075268817,"Ank"
"148","Ankyrin repeat domain-containing protein 36C (Protein immuno-reactive with anti-PTH polyclonal antibodies)","Ankyrin repeat",0.289308176100629,0.710691823899371,"Ank"
"149","Ankyrin repeat domain-containing protein 34A","Ankyrin repeat",0.227272727272727,0.772727272727273,"Ank"
"150","Ankyrin repeat domain-containing protein 40","Ankyrin repeat",0.224806201550388,0.775193798449612,"Ank"
"151","Ankyrin repeat domain-containing protein 54 (Lyn-interacting ankyrin repeat protein)","Ankyrin repeat",0.277777777777778,0.722222222222222,"Ank"
"152","Ankyrin repeat domain-containing protein 16","Ankyrin repeat",0.224806201550388,0.775193798449612,"Ank"
"153","Ankyrin repeat domain-containing protein 37 (Low-density lipoprotein receptor-related protein 2-binding protein) (hLrp2bp)","Ankyrin repeat",0.295081967213115,0.704918032786885,"Ank"
"154","Ankyrin repeat and MYND domain-containing protein 2","Ankyrin repeat",0.241830065359477,0.758169934640523,"Ank"
"155","Ankyrin repeat domain-containing protein 35","Ankyrin repeat",0.224806201550388,0.775193798449612,"Ank"
"156","Ankyrin repeat domain-containing protein 31","Ankyrin repeat",0.224806201550388,0.775193798449612,"Ank"
"157","Ankyrin repeat and BTB/POZ domain-containing protein 2","Ankyrin repeat",0.246913580246914,0.753086419753086,"Ank"
"158","Ankyrin repeat and SOCS box protein 5 (ASB-5)","Ankyrin repeat",0.22962962962963,0.77037037037037,"Ank"
"159","Ankyrin repeat and SOCS box protein 17 (ASB-17)","Ankyrin repeat",0.234042553191489,0.765957446808511,"Ank"
"160","Ankyrin repeat domain-containing protein 7 (Testis-specific protein TSA806)","Ankyrin repeat",0.271111111111111,0.728888888888889,"Ank"
"161","Ankyrin repeat and SOCS box protein 16 (ASB-16)","Ankyrin repeat",0.234042553191489,0.765957446808511,"Ank"
"162","Ankyrin repeat domain-containing protein 30A (Serologically defined breast cancer antigen NY-BR-1)","Ankyrin repeat",0.285714285714286,0.714285714285714,"Ank"
"163","Ankyrin repeat and MYND domain-containing protein 1 (Testis-specific ankyrin-like protein 1) (Zinc finger MYND domain-containing protein 13)","Ankyrin repeat",0.3,0.7,"Ank"
"164","Ankyrin repeat domain-containing protein 18B","Ankyrin repeat",0.227272727272727,0.772727272727273,"Ank"
"165","Ankyrin repeat domain-containing protein 34B","Ankyrin repeat",0.227272727272727,0.772727272727273,"Ank"
"166","Ankyrin repeat domain-containing protein 33B","Ankyrin repeat",0.227272727272727,0.772727272727273,"Ank"
"167","Ankyrin repeat domain-containing protein SOWAHD (Ankyrin repeat domain-containing protein 58) (Protein sosondowah homolog D)","Ankyrin repeat",0.295698924731183,0.704301075268817,"Ank"
"168","Ankyrin repeat domain-containing protein 66","Ankyrin repeat",0.224806201550388,0.775193798449612,"Ank"
"169","Ankyrin repeat domain-containing protein 63","Ankyrin repeat",0.224806201550388,0.775193798449612,"Ank"
"170","Ankyrin repeat domain-containing protein 65","Ankyrin repeat",0.224806201550388,0.775193798449612,"Ank"
"171","Ankyrin repeat domain-containing protein 34C","Ankyrin repeat",0.227272727272727,0.772727272727273,"Ank"
"172","Ankyrin repeat domain-containing protein SOWAHC (Ankyrin repeat domain-containing protein 57) (Protein sosondowah homolog C)","Ankyrin repeat",0.295698924731183,0.704301075268817,"Ank"
"173","Ankyrin repeat domain-containing protein 39","Ankyrin repeat",0.224806201550388,0.775193798449612,"Ank"
"174","Ankyrin repeat domain-containing protein 22","Ankyrin repeat",0.224806201550388,0.775193798449612,"Ank"
"175","Ankyrin repeat domain-containing protein 42","Ankyrin repeat",0.224806201550388,0.775193798449612,"Ank"
"176","Ankyrin repeat domain-containing protein 60","Ankyrin repeat",0.224806201550388,0.775193798449612,"Ank"
"177","ADP-ribosylation factor 4","ADP-ribosylation factor family",0.0800000000000001,0.92,"P-loop_NTPase"
"178","ADP-ribosylation factor 3","ADP-ribosylation factor family",0.0800000000000001,0.92,"P-loop_NTPase"
"179","ADP-ribosylation factor 6 (EC 3.6.5.2)","ADP-ribosylation factor family",0.189473684210526,0.810526315789474,"P-loop_NTPase"
"180","ADP-ribosylation factor 1 (EC 3.6.5.2)","ADP-ribosylation factor family",0.189473684210526,0.810526315789474,"P-loop_NTPase"
"181","ADP-ribosylation factor 5","ADP-ribosylation factor family",0.0800000000000001,0.92,"P-loop_NTPase"
"182","ADP-ribosylation factor GTPase-activating protein 2 (ARF GAP 2) (GTPase-activating protein ZNF289) (Zinc finger protein 289)","ADP-ribosylation factor family",0.307885304659498,0.692114695340502,"P-loop_NTPase"
"183","ADP-ribosylation factor GTPase-activating protein 1 (ARF GAP 1) (ADP-ribosylation factor 1 GTPase-activating protein) (ARF1 GAP) (ARF1-directed GTPase-activating protein)","ADP-ribosylation factor family",0.310570205093532,0.689429794906468,"P-loop_NTPase"
"184","Cyclic nucleotide-binding domain-containing protein 2","Cyclic nucleotide-binding domain",0.132075471698113,0.867924528301887,"Cupin"
"185","Cyclic nucleotide-binding domain-containing protein 1","Cyclic nucleotide-binding domain",0.132075471698113,0.867924528301887,"Cupin"
"186","Cadherin-2 (CDw325) (Neural cadherin) (N-cadherin) (CD antigen CD325)","Cadherin domain",0.340616871051654,0.659383128948346,"E-set"
"187","Cadherin-13 (Heart cadherin) (H-cadherin) (P105) (Truncated cadherin) (T-cad) (T-cadherin)","Cadherin domain",0.355270655270655,0.644729344729345,"E-set"
"188","Cadherin-18 (Cadherin-14)","Cadherin domain",0.23008547008547,0.76991452991453,"E-set"
"189","Cadherin-23 (Otocadherin)","Cadherin domain",0.204603174603175,0.795396825396825,"E-set"
"190","Cadherin-10 (T2-cadherin)","Cadherin domain",0.23008547008547,0.76991452991453,"E-set"
"191","Beta/gamma crystallin domain-containing protein 1 (Absent in melanoma 1 protein)","Beta/Gamma crystallin",0.265873015873016,0.734126984126984,"gCrystallin"
"192","Beta/gamma crystallin domain-containing protein 2 (Absent in melanoma 1-like protein)","Beta/Gamma crystallin",0.27077497665733,0.72922502334267,"gCrystallin"
"193","Cystinosin","Cystatin domain",0.166666666666667,0.833333333333333,"PepSY"
"194","Cystatin-S (Cystatin-4) (Cystatin-SA-III) (Salivary acidic protein 1)","Cystatin domain",0.342028985507246,0.657971014492754,"PepSY"
"195","Cystatin-SN (Cystain-SA-I) (Cystatin-1) (Salivary cystatin-SA-1)","Cystatin domain",0.3375,0.6625,"PepSY"
"196","Cystatin-SA (Cystatin-2) (Cystatin-S5)","Cystatin domain",0.294736842105263,0.705263157894737,"PepSY"
"197","Cystatin-D (Cystatin-5)","Cystatin domain",0.226086956521739,0.773913043478261,"PepSY"
"198","Cystatin-M (Cystatin-6) (Cystatin-E)","Cystatin domain",0.288888888888889,0.711111111111111,"PepSY"
"199","Cystatin-9-like (Testatin)","Cystatin domain",0.287820512820513,0.712179487179487,"PepSY"
"200","Cytochrome b5 type B (Cytochrome b5 outer mitochondrial membrane isoform)","Cytochrome c",0.278538812785388,0.721461187214612,"Cytochrome-c"
"201","Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit)","Cytochrome c",0.308641975308642,0.691358024691358,"Cytochrome-c"
"202","Cytochrome b5 (Microsomal cytochrome b5 type A) (MCB5)","Cytochrome c",0.259259259259259,0.740740740740741,"Cytochrome-c"
"203","NADH-cytochrome b5 reductase 3 (B5R) (Cytochrome b5 reductase) (EC 1.6.2.2) (Diaphorase-1)","Cytochrome c",0.316666666666667,0.683333333333333,"Cytochrome-c"
"204","Cytochrome c1, heme protein, mitochondrial (EC 7.1.1.8) (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)","Cytochrome c",0.315315315315315,0.684684684684685,"Cytochrome-c"
"205","Cytochrome b-245 light chain (Cytochrome b(558) alpha chain) (Cytochrome b558 subunit alpha) (Neutrophil cytochrome b 22 kDa polypeptide) (Superoxide-generating NADPH oxidase light chain subunit) (p22 phagocyte B-cytochrome) (p22-phox) (p22phox)","Cytochrome c",0.317006802721089,0.682993197278911,"Cytochrome-c"
"206","Cytochrome c","Cytochrome c",0,1,"Cytochrome-c"
"207","Cryptochrome-1","Cytochrome c",0.250793650793651,0.749206349206349,"Cytochrome-c"
"208","Cryptochrome-2","Cytochrome c",0.250793650793651,0.749206349206349,"Cytochrome-c"
"209","Double-stranded RNA-specific adenosine deaminase (DRADA) (EC 3.5.4.37) (136 kDa double-stranded RNA-binding protein) (p136) (Interferon-inducible protein 4) (IFI-4) (K88DSRBP)","Double-stranded RNA binding motif",0.331082251082251,0.668917748917749,"DSRM"
"210","F-BAR and double SH3 domains protein 2 (Carom) (Protein nervous wreck 1) (NWK1) (SH3 multiple domains protein 3)","EF hand domain",0.345238095238095,0.654761904761905,"EF_hand"
"211","Intermediate filament family orphan 2","Intermediate filament protein",0.137769953861908,0.862230046138092,""
"212","Glucose 1,6-bisphosphate synthase (EC 2.7.1.106) (PMMLP) (Phosphoglucomutase-2-like 1)","Globin",0.310077519379845,0.689922480620155,"Globin"
"213","Globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (EC 2.4.1.-) (Forssman glycolipid synthase-like protein)","Globin",0.31547619047619,0.68452380952381,"Globin"
"214","GPN-loop GTPase 3 (ATP-binding domain 1 family member C)","Globin",0.297619047619048,0.702380952380952,"Globin"
"215","GPN-loop GTPase 2 (ATP-binding domain 1 family member B)","Globin",0.297619047619048,0.702380952380952,"Globin"
"216","Glutathione S-transferase 3, mitochondrial (GST-3) (EC 2.5.1.-) (Glutathione peroxidase MGST3) (EC 1.11.1.-) (LTC4 synthase MGST3) (EC 4.4.1.20)","Glutathione S-transferase, C-terminal domain",0.307263526740271,0.692736473259729,"GST_C"
"217","Glutathione S-transferase A4 (EC 2.5.1.18) (GST class-alpha member 4) (Glutathione S-transferase A4-4)","Glutathione S-transferase, C-terminal domain",0.278984247061722,0.721015752938278,"GST_C"
"218","Glutathione S-transferase A1 (EC 2.5.1.18) (13-hydroperoxyoctadecadienoate peroxidase) (EC 1.11.1.-) (Androst-5-ene-3,17-dione isomerase) (EC 5.3.3.-) (GST HA subunit 1) (GST class-alpha member 1) (GST-epsilon) (GSTA1-1) (GTH1) [Cleaved into: Glutathione S-transferase A1, N-terminally processed]","Glutathione S-transferase, C-terminal domain",0.340601965601966,0.659398034398034,"GST_C"
"219","Glutathione S-transferase A2 (EC 2.5.1.18) (GST HA subunit 2) (GST class-alpha member 2) (GST-gamma) (GSTA2-2) (GTH2)","Glutathione S-transferase, C-terminal domain",0.307109557109557,0.692890442890443,"GST_C"
"220","Glutathione S-transferase P (EC 2.5.1.18) (GST class-pi) (GSTP1-1)","Glutathione S-transferase, C-terminal domain",0.288667929292929,0.711332070707071,"GST_C"
"221","Glutathione S-transferase Mu 1 (EC 2.5.1.18) (GST HB subunit 4) (GST class-mu 1) (GSTM1-1) (GSTM1a-1a) (GSTM1b-1b) (GTH4)","Glutathione S-transferase, C-terminal domain",0.331802877257423,0.668197122742577,"GST_C"
"222","Glutathione S-transferase theta-2B (EC 2.5.1.18) (Glutathione S-transferase theta-2) (GST class-theta-2)","Glutathione S-transferase, C-terminal domain",0.293220668220668,0.706779331779332,"GST_C"
"223","Glutathione S-transferase Mu 3 (EC 2.5.1.18) (GST class-mu 3) (GSTM3-3) (hGSTM3-3)","Glutathione S-transferase, C-terminal domain",0.320202790096083,0.679797209903917,"GST_C"
"224","Glutathione S-transferase Mu 2 (EC 2.5.1.18) (GST class-mu 2) (GSTM2-2)","Glutathione S-transferase, C-terminal domain",0.300049349125053,0.699950650874947,"GST_C"
"225","Glutathione S-transferase theta-1 (EC 2.5.1.18) (GST class-theta-1) (Glutathione transferase T1-1)","Glutathione S-transferase, C-terminal domain",0.293395827230414,0.706604172769586,"GST_C"
"226","Glutathione S-transferase Mu 5 (EC 2.5.1.18) (GST class-mu 5) (GSTM5-5)","Glutathione S-transferase, C-terminal domain",0.300049349125053,0.699950650874947,"GST_C"
"227","Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R)","Glutathione S-transferase, C-terminal domain",0.351916291107717,0.648083708892283,"GST_C"
"228","Glutathione S-transferase Mu 4 (EC 2.5.1.18) (GST class-mu 4) (GST-Mu2) (GSTM4-4) (Leukotriene C4 synthase GSTM4) (EC 4.4.1.20)","Glutathione S-transferase, C-terminal domain",0.31281615366261,0.68718384633739,"GST_C"
"229","Glutathione S-transferase A3 (EC 2.5.1.18) (GST class-alpha member 3) (Glutathione S-transferase A3-3)","Glutathione S-transferase, C-terminal domain",0.278984247061722,0.721015752938278,"GST_C"
"230","Glutathione S-transferase omega-2 (GSTO-2) (EC 2.5.1.18) (Glutathione S-transferase omega 2-2) (GSTO 2-2) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2)","Glutathione S-transferase, C-terminal domain",0.342446395066354,0.657553604933646,"GST_C"
"231","Glutathione S-transferase theta-2 (EC 2.5.1.18) (GST class-theta-2)","Glutathione S-transferase, C-terminal domain",0.274250405725384,0.725749594274616,"GST_C"
"232","Glutathione S-transferase A5 (EC 2.5.1.18) (GST class-alpha member 5) (Glutathione S-transferase A5-5)","Glutathione S-transferase, C-terminal domain",0.278984247061722,0.721015752938278,"GST_C"
"233","Glutathione S-transferase C-terminal domain-containing protein","Glutathione S-transferase, C-terminal domain",0.109726295210166,0.890273704789834,"GST_C"
"234","Hemopexin (Beta-1B-glycoprotein)","Hemopexin",0.239583333333333,0.760416666666667,""
"235","Homeodomain-interacting protein kinase 1 (EC 2.7.11.1) (Nuclear body-associated kinase 2)","Homeodomain",0.292134831460674,0.707865168539326,"HTH"
"236","Homeodomain-interacting protein kinase 4 (EC 2.7.11.1)","Homeodomain",0.265432098765432,0.734567901234568,"HTH"
"237","Homeodomain-only protein (Lung cancer-associated Y protein) (Not expressed in choriocarcinoma protein 1) (Odd homeobox protein 1)","Homeodomain",0.304909560723514,0.695090439276486,"HTH"
"238","Hydroperoxide isomerase ALOXE3 (Epidermis-type lipoxygenase 3) (Epidermal LOX-3) (e-LOX-3) (eLOX-3) (Hydroperoxy dehydratase ALOXE3) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152) (Hydroperoxy icosatetraenoate isomerase) (EC 5.4.4.7)","Homeodomain",0.378912071535022,0.621087928464978,"HTH"
"239","Homeodomain-interacting protein kinase 2 (hHIPk2) (EC 2.7.11.1)","Homeodomain",0.275132275132275,0.724867724867725,"HTH"
"240","Homeodomain-interacting protein kinase 3 (EC 2.7.11.1) (Androgen receptor-interacting nuclear protein kinase) (ANPK) (Fas-interacting serine/threonine-protein kinase) (FIST) (Homolog of protein kinase YAK1)","Homeodomain",0.315533980582524,0.684466019417476,"HTH"
"241","Immunoglobulin lambda constant 7 (Ig lambda-7 chain C region)","Immunoglobulin domain",0.273250065053344,0.726749934946656,"E-set"
"242","Immunoglobulin mu Fc receptor (IgM FcR) (Fas apoptotic inhibitory molecule 3) (FAIM3) (Regulator of Fas-induced apoptosis Toso)","Immunoglobulin domain",0.313379577552806,0.686620422447194,"E-set"
"243","Immunoglobulin lambda variable 1-44 (Ig lambda chain V-I region MEM) (Ig lambda chain V-I region VOR)","Immunoglobulin domain",0.311645450259312,0.688354549740688,"E-set"
"244","Immunoglobulin lambda variable 1-47 (Ig lambda chain V-I region HA) (Ig lambda chain V-I region WAH)","Immunoglobulin domain",0.310952380952381,0.689047619047619,"E-set"
"245","Immunoglobulin lambda variable 1-51 (Ig lambda chain V-I region BL2) (Ig lambda chain V-I region EPS) (Ig lambda chain V-I region NEW) (Ig lambda chain V-I region NIG-64)","Immunoglobulin domain",0.339775910364146,0.660224089635854,"E-set"
"246","Immunoglobulin lambda variable 2-14 (Ig lambda chain V-II region NIG-84) (Ig lambda chain V-II region TOG) (Ig lambda chain V-II region VIL)","Immunoglobulin domain",0.330952380952381,0.669047619047619,"E-set"
"247","Immunoglobulin lambda variable 2-23 (Ig lambda chain V-II region NEI)","Immunoglobulin domain",0.269254658385093,0.730745341614907,"E-set"
"248","Immunoglobulin lambda variable 2-11 (Ig gamma lambda chain V-II region DOT) (Ig lambda chain V-II region BOH) (Ig lambda chain V-II region BUR) (Ig lambda chain V-II region NIG-58) (Ig lambda chain V-II region TRO) (Ig lambda chain V-II region WIN)","Immunoglobulin domain",0.352726574500768,0.647273425499232,"E-set"
